16:58:59 23.12.2024 [ depot.database.functions]: |  DEBUG|: Stored UpdateTime: ID=File deliver, timestamp=2024-12-23 16:58:59.354989
13:04:00 24.12.2024 [                     make]: |  DEBUG|: Extracted ['Smart student:first/01', 'Smart student:first/02'] checks from f.C:\Users\ASUS\Python_project_S\crosstest\sample\repo\student\first homework
13:04:00 24.12.2024 [                     make]: |  DEBUG|: Extracted Smart student:first solution from f.C:\Users\ASUS\Python_project_S\crosstest\sample\repo\student\first homework
13:04:00 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored Solution: ID=Smart student:first, TASK_ID=first, USER_ID=Smart student, timestamp=2024-12-23 16:58:40.511608
13:04:00 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Homework
13:04:00 24.12.2024 [                     make]: |  DEBUG|: Started solution parsing for f.C:\Users\ASUS\Python_project_S\crosstest\sample\repo\student\first homework
13:04:00 24.12.2024 [                     make]: |  DEBUG|: Started check parsing for f.C:\Users\ASUS\Python_project_S\crosstest\sample\repo\student\first homework
13:04:00 24.12.2024 [                     make]: |  DEBUG|: Extracted ['Smart student:first/01', 'Smart student:first/02'] checks from f.C:\Users\ASUS\Python_project_S\crosstest\sample\repo\student\first homework
13:04:00 24.12.2024 [                     make]: |  DEBUG|: Extracted Smart student:first solution from f.C:\Users\ASUS\Python_project_S\crosstest\sample\repo\student\first homework
13:04:00 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored Solution: ID=Smart student:first, TASK_ID=first, USER_ID=Smart student, timestamp=2024-12-23 16:58:40.511608
13:04:00 24.12.2024 [                     make]: |  DEBUG|: Started solution parsing for f.C:\Users\ASUS\Python_project_S\crosstest\sample\repo\student\second homework
13:04:00 24.12.2024 [                     make]: |  DEBUG|: Started check parsing for f.C:\Users\ASUS\Python_project_S\crosstest\sample\repo\student\second homework
13:04:00 24.12.2024 [                     make]: |  DEBUG|: Extracted ['Smart student:second/01', 'Smart student:second/02'] checks from f.C:\Users\ASUS\Python_project_S\crosstest\sample\repo\student\second homework
13:04:00 24.12.2024 [                     make]: |  DEBUG|: Extracted Smart student:second solution from f.C:\Users\ASUS\Python_project_S\crosstest\sample\repo\student\second homework
13:04:00 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored Solution: ID=Smart student:second, TASK_ID=second, USER_ID=Smart student, timestamp=2024-12-23 16:58:40.528780
13:04:00 24.12.2024 [                     make]: |  DEBUG|: Started solution parsing for f.C:\Users\ASUS\Python_project_S\crosstest\sample\repo\studentka\first homework
13:04:00 24.12.2024 [                     make]: |  DEBUG|: Started check parsing for f.C:\Users\ASUS\Python_project_S\crosstest\sample\repo\studentka\first homework
13:04:00 24.12.2024 [                     make]: |  DEBUG|: Extracted ['Beautiful student:first/01', 'Beautiful student:first/02'] checks from f.C:\Users\ASUS\Python_project_S\crosstest\sample\repo\studentka\first homework
13:04:00 24.12.2024 [                     make]: |  DEBUG|: Extracted Beautiful student:first solution from f.C:\Users\ASUS\Python_project_S\crosstest\sample\repo\studentka\first homework
13:04:00 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored Solution: ID=Beautiful student:first, TASK_ID=first, USER_ID=Beautiful student, timestamp=2024-12-23 16:58:40.
13:04:00 24.12.2024 [                     make]: |  DEBUG|: Started solution parsing for f.C:\Users\ASUS\Python_project_S\crosstest\sample\repo\studentka\second homework
13:04:00 24.12.2024 [                     make]: |  DEBUG|: Started check parsing for f.C:\Users\ASUS\Python_project_S\crosstest\sample\repo\studentka\second homework
13:04:00 24.12.2024 [                     make]: |  DEBUG|: Extracted ['Beautiful student:second/01', 'Beautiful student:second/02'] checks from f.C:\Users\ASUS\Python_project_S\crosstest\sample\repo\studentka\second homework
13:04:00 24.12.2024 [                     make]: |  DEBUG|: Extracted Beautiful student:second solution from f.C:\Users\ASUS\Python_project_S\crosstest\sample\repo\studentka\second homework
13:04:00 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored Solution: ID=Beautiful student:second, TASK_ID=second, USER_ID=Beautiful student, timestamp=2024-12-23 16:58:4
13:04:00 24.12.2024 [                     make]: |  DEBUG|: Started solution parsing for f.C:\Users\ASUS\Python_project_S\crosstest\sample\repo\teacher\first homework
13:04:00 24.12.2024 [                     make]: |  DEBUG|: Started check parsing for f.C:\Users\ASUS\Python_project_S\crosstest\sample\repo\teacher\first homework
13:04:00 24.12.2024 [                     make]: |  DEBUG|: Extracted ['The teacher:first/01', 'The teacher:first/02', 'The teacher:first/attendance', 'The teacher:first/deadline', 'The teacher:first/no_import', 'The teacher:first/solution_size'] checks from f.C:\Users\ASUS\Python_project_S\crosstest\sample\repo\teacher\first homework
13:04:00 24.12.2024 [                     make]: |  DEBUG|: Extracted The teacher:first solution from f.C:\Users\ASUS\Python_project_S\crosstest\sample\repo\teacher\first homework
13:04:00 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored Solution: ID=The teacher:first, TASK_ID=first, USER_ID=The teacher, timestamp=2024-12-23 16:58:40.621585
13:04:00 24.12.2024 [                     make]: |  DEBUG|: Started solution parsing for f.C:\Users\ASUS\Python_project_S\crosstest\sample\repo\teacher\second homework
13:04:00 24.12.2024 [                     make]: |  DEBUG|: Started check parsing for f.C:\Users\ASUS\Python_project_S\crosstest\sample\repo\teacher\second homework
13:04:00 24.12.2024 [                     make]: |  DEBUG|: Extracted ['The teacher:second/01', 'The teacher:second/02'] checks from f.C:\Users\ASUS\Python_project_S\crosstest\sample\repo\teacher\second homework
13:04:00 24.12.2024 [                     make]: |  DEBUG|: Extracted The teacher:second solution from f.C:\Users\ASUS\Python_project_S\crosstest\sample\repo\teacher\second homework
13:04:00 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored Solution: ID=The teacher:second, TASK_ID=second, USER_ID=The teacher, timestamp=2024-12-23 16:58:40.621585
13:04:00 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored UpdateTime: ID=Check run, timestamp=2024-12-24 13:04:00.369405
13:04:00 24.12.2024 [                     make]: |   INFO|: Run new checks on all solutions...
13:04:00 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Solution
13:04:00 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
13:04:00 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
13:04:00 24.12.2024 [            check.runtime]: |  DEBUG|: C:\tmp\hworker_check\Beautiful student_first.py run
13:04:00 24.12.2024 [            check.runtime]: |  DEBUG|: Check passed: C:\tmp\hworker_check\Beautiful student_first.py / C:\tmp\hworker_check\Beautiful student_first.in
13:04:00 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=Beautiful student:first/01@Beautiful student:first, TASK_ID=first, USER_ID=Beautiful student, cat
13:04:00 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
13:04:00 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
13:04:00 24.12.2024 [            check.runtime]: |  DEBUG|: C:\tmp\hworker_check\Beautiful student_first.py run
13:04:00 24.12.2024 [            check.runtime]: |  DEBUG|: Check passed: C:\tmp\hworker_check\Beautiful student_first.py / C:\tmp\hworker_check\Beautiful student_first.in
13:04:00 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=Beautiful student:first/02@Beautiful student:first, TASK_ID=first, USER_ID=Beautiful student, cat
13:04:00 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
13:04:00 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
13:04:00 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=The teacher:first/deadline@Beautiful student:first, TASK_ID=first, USER_ID=Beautiful student, cat
13:04:00 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
13:04:00 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
13:04:00 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Solution
13:04:00 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=The teacher:first/attendance@Beautiful student:first, TASK_ID=first, USER_ID=Beautiful student, c
13:04:00 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
13:04:00 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
13:04:00 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=The teacher:first/no_import@Beautiful student:first, TASK_ID=first, USER_ID=Beautiful student, ca
13:04:00 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
13:04:00 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
13:04:00 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=The teacher:first/solution_size@Beautiful student:first, TASK_ID=first, USER_ID=Beautiful student
13:04:00 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
13:04:00 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
13:04:00 24.12.2024 [            check.runtime]: |  DEBUG|: C:\tmp\hworker_check\Beautiful student_second.py run
13:04:00 24.12.2024 [            check.runtime]: |  DEBUG|: Check passed: C:\tmp\hworker_check\Beautiful student_second.py / C:\tmp\hworker_check\Beautiful student_second.in
13:04:00 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=Beautiful student:second/01@Beautiful student:second, TASK_ID=second, USER_ID=Beautiful student, 
13:04:00 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
13:04:00 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
13:04:00 24.12.2024 [            check.runtime]: |  DEBUG|: C:\tmp\hworker_check\Beautiful student_second.py run
13:04:01 24.12.2024 [            check.runtime]: |  DEBUG|: Check passed: C:\tmp\hworker_check\Beautiful student_second.py / C:\tmp\hworker_check\Beautiful student_second.in
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=Beautiful student:second/02@Beautiful student:second, TASK_ID=second, USER_ID=Beautiful student, 
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=The teacher:first/deadline@Beautiful student:second, TASK_ID=second, USER_ID=Beautiful student, c
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Solution
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=The teacher:first/attendance@Beautiful student:second, TASK_ID=second, USER_ID=Beautiful student,
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=The teacher:first/no_import@Beautiful student:second, TASK_ID=second, USER_ID=Beautiful student, 
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=The teacher:first/solution_size@Beautiful student:second, TASK_ID=second, USER_ID=Beautiful stude
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
13:04:01 24.12.2024 [            check.runtime]: |  DEBUG|: C:\tmp\hworker_check\Smart student_first.py run
13:04:01 24.12.2024 [            check.runtime]: |  DEBUG|: Check passed: C:\tmp\hworker_check\Smart student_first.py / C:\tmp\hworker_check\Smart student_first.in
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=Smart student:first/01@Smart student:first, TASK_ID=first, USER_ID=Smart student, category=CheckC
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
13:04:01 24.12.2024 [            check.runtime]: |  DEBUG|: C:\tmp\hworker_check\Smart student_first.py run
13:04:01 24.12.2024 [            check.runtime]: |  DEBUG|: Check passed: C:\tmp\hworker_check\Smart student_first.py / C:\tmp\hworker_check\Smart student_first.in
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=Smart student:first/02@Smart student:first, TASK_ID=first, USER_ID=Smart student, category=CheckC
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=The teacher:first/deadline@Smart student:first, TASK_ID=first, USER_ID=Smart student, category=Ch
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Solution
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=The teacher:first/attendance@Smart student:first, TASK_ID=first, USER_ID=Smart student, category=
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=The teacher:first/no_import@Smart student:first, TASK_ID=first, USER_ID=Smart student, category=C
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=The teacher:first/solution_size@Smart student:first, TASK_ID=first, USER_ID=Smart student, catego
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
13:04:01 24.12.2024 [            check.runtime]: |  DEBUG|: C:\tmp\hworker_check\Smart student_second.py run
13:04:01 24.12.2024 [            check.runtime]: |  DEBUG|: Check passed: C:\tmp\hworker_check\Smart student_second.py / C:\tmp\hworker_check\Smart student_second.in
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=Smart student:second/01@Smart student:second, TASK_ID=second, USER_ID=Smart student, category=Che
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
13:04:01 24.12.2024 [            check.runtime]: |  DEBUG|: C:\tmp\hworker_check\Smart student_second.py run
13:04:01 24.12.2024 [            check.runtime]: |  DEBUG|: Check passed: C:\tmp\hworker_check\Smart student_second.py / C:\tmp\hworker_check\Smart student_second.in
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=Smart student:second/02@Smart student:second, TASK_ID=second, USER_ID=Smart student, category=Che
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=The teacher:first/deadline@Smart student:second, TASK_ID=second, USER_ID=Smart student, category=
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Solution
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=The teacher:first/attendance@Smart student:second, TASK_ID=second, USER_ID=Smart student, categor
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=The teacher:first/no_import@Smart student:second, TASK_ID=second, USER_ID=Smart student, category
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=The teacher:first/solution_size@Smart student:second, TASK_ID=second, USER_ID=Smart student, cate
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
13:04:01 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
13:04:01 24.12.2024 [            check.runtime]: |  DEBUG|: C:\tmp\hworker_check\The teacher_first.py run
13:04:02 24.12.2024 [            check.runtime]: |  DEBUG|: Check passed: C:\tmp\hworker_check\The teacher_first.py / C:\tmp\hworker_check\The teacher_first.in
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=The teacher:first/01@The teacher:first, TASK_ID=first, USER_ID=The teacher, category=CheckCategor
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
13:04:02 24.12.2024 [            check.runtime]: |  DEBUG|: C:\tmp\hworker_check\The teacher_first.py run
13:04:02 24.12.2024 [            check.runtime]: |  DEBUG|: Check passed: C:\tmp\hworker_check\The teacher_first.py / C:\tmp\hworker_check\The teacher_first.in
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=The teacher:first/02@The teacher:first, TASK_ID=first, USER_ID=The teacher, category=CheckCategor
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Solution
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=The teacher:first/attendance@The teacher:first, TASK_ID=first, USER_ID=The teacher, category=Chec
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=The teacher:first/deadline@The teacher:first, TASK_ID=first, USER_ID=The teacher, category=CheckC
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=The teacher:first/no_import@The teacher:first, TASK_ID=first, USER_ID=The teacher, category=Check
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=The teacher:first/solution_size@The teacher:first, TASK_ID=first, USER_ID=The teacher, category=C
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
13:04:02 24.12.2024 [            check.runtime]: |  DEBUG|: C:\tmp\hworker_check\The teacher_second.py run
13:04:02 24.12.2024 [            check.runtime]: |  DEBUG|: Check passed: C:\tmp\hworker_check\The teacher_second.py / C:\tmp\hworker_check\The teacher_second.in
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=The teacher:second/01@The teacher:second, TASK_ID=second, USER_ID=The teacher, category=CheckCate
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
13:04:02 24.12.2024 [            check.runtime]: |  DEBUG|: C:\tmp\hworker_check\The teacher_second.py run
13:04:02 24.12.2024 [            check.runtime]: |  DEBUG|: Check passed: C:\tmp\hworker_check\The teacher_second.py / C:\tmp\hworker_check\The teacher_second.in
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=The teacher:second/02@The teacher:second, TASK_ID=second, USER_ID=The teacher, category=CheckCate
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=The teacher:first/deadline@The teacher:second, TASK_ID=second, USER_ID=The teacher, category=Chec
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Solution
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=The teacher:first/attendance@The teacher:second, TASK_ID=second, USER_ID=The teacher, category=Ch
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=The teacher:first/no_import@The teacher:second, TASK_ID=second, USER_ID=The teacher, category=Che
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for Check
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored CheckResult: ID=The teacher:first/solution_size@The teacher:second, TASK_ID=second, USER_ID=The teacher, category
13:04:02 24.12.2024 [                    score]: |   INFO|: Importing user functions...
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Deleted <class 'hworker.depot.objects.TaskQualifier'>
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Deleted <class 'hworker.depot.objects.UserQualifier'>
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Deleted <class 'hworker.depot.objects.Formula'>
13:04:02 24.12.2024 [                    score]: |  DEBUG|: For module       task_qualifier found {'attendance': <function attendance at 0x00000293812A8360>, 'average': <function average at 0x0000029381282840>, 'deadline': <function deadline at 0x00000293812A8AE0>}
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored TaskQualifier: ID=attendance, timestamp=2024-12-23 16:58:39.836416
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored TaskQualifier: ID=average, timestamp=2024-12-23 16:58:39.836416
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored TaskQualifier: ID=deadline, timestamp=2024-12-23 16:58:39.836416
13:04:02 24.12.2024 [                    score]: |  DEBUG|: For module       user_qualifier found {'attendance': <function attendance at 0x0000029381283CE0>, 'average': <function average at 0x0000029381283420>, 'deadline': <function deadline at 0x0000029381283600>}
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored UserQualifier: ID=attendance, timestamp=2024-12-23 16:58:39.836416
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored UserQualifier: ID=average, timestamp=2024-12-23 16:58:39.836416
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored UserQualifier: ID=deadline, timestamp=2024-12-23 16:58:39.836416
13:04:02 24.12.2024 [                    score]: |  DEBUG|: For module              formula found {'final': <function final at 0x0000029381283060>}
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored Formula: ID=final, timestamp=2024-12-23 16:58:39.836416
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored UpdateTime: ID=Score, timestamp=2024-12-24 13:04:02.637729
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Deleted <class 'hworker.depot.objects.TaskScore'>
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Deleted <class 'hworker.depot.objects.UserScore'>
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Deleted <class 'hworker.depot.objects.FinalScore'>
13:04:02 24.12.2024 [                    score]: |   INFO|: Performing all imported qualifiers...
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored TaskScore: ID=The teacher/first/attendance, TASK_ID=first, USER_ID=The teacher, name=attendance, rating=0.0, ti
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored TaskScore: ID=The teacher/first/average, TASK_ID=first, USER_ID=The teacher, name=average, rating=0.70833333333
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored TaskScore: ID=The teacher/first/deadline, TASK_ID=first, USER_ID=The teacher, name=deadline, rating=0.25, times
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored TaskScore: ID=The teacher/second/attendance, TASK_ID=second, USER_ID=The teacher, name=attendance, rating=0.0, 
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored TaskScore: ID=The teacher/second/average, TASK_ID=second, USER_ID=The teacher, name=average, rating=0.708333333
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored TaskScore: ID=The teacher/second/deadline, TASK_ID=second, USER_ID=The teacher, name=deadline, rating=0.25, tim
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for TaskScore
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored UserScore: ID=The teacher/attendance, TASK_ID=, USER_ID=The teacher, name=attendance, rating=0.0, timestamp=202
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored UserScore: ID=The teacher/average, TASK_ID=, USER_ID=The teacher, name=average, rating=0.3194444444444445, time
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored UserScore: ID=The teacher/deadline, TASK_ID=, USER_ID=The teacher, name=deadline, rating=0.25, timestamp=2024-1
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for UserScore
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for UserScore
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored FinalScore: ID=The teacher, TASK_ID=, USER_ID=The teacher, rating=Хорошо, timestamp=2024-12-24 13:04:02.653452
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored TaskScore: ID=Smart student/first/attendance, TASK_ID=first, USER_ID=Smart student, name=attendance, rating=0.0
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored TaskScore: ID=Smart student/first/average, TASK_ID=first, USER_ID=Smart student, name=average, rating=0.7083333
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored TaskScore: ID=Smart student/first/deadline, TASK_ID=first, USER_ID=Smart student, name=deadline, rating=0.25, t
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Searched for CheckResult
13:04:02 24.12.2024 [ depot.database.functions]: |  DEBUG|: Stored TaskScore: ID=Smart student/second/attendance, TASK_ID=second, USER_ID=Smart student, name=attendance, rating=0
